,Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count,Temp_Avg
15,12/22/2017,10:57:21,25.06,24.88,24.63,25.56,123,35,58,44,0.14,0.17,0.15,0.06,390,-0.719230769,1,0,1,25.0325
16,12/22/2017,10:57:51,25.06,24.88,24.63,25.56,122,35,58,44,0.24,0.05,0.1,0.05,395,-0.711538462,0,0,1,25.0325
17,12/22/2017,10:58:22,25.06,24.81,24.63,25.56,122,35,57,44,0.25,0.07,0.07,0.05,395,-0.653846154,1,0,1,25.015
18,12/22/2017,10:58:52,25.06,24.81,24.63,25.56,123,35,58,44,0.23,0.07,0.08,0.06,395,-0.542307692,1,0,1,25.015
19,12/22/2017,10:59:23,25.06,24.88,24.63,25.5,123,35,58,45,0.13,0.06,0.06,0.06,395,-0.373076923,0,0,1,25.0175
20,12/22/2017,10:59:54,25.13,24.88,24.63,25.5,123,35,58,44,0.13,0.04,0.06,0.06,390,-0.238461538,0,0,1,25.035
21,12/22/2017,11:00:24,25.06,24.88,24.63,25.56,123,35,57,44,0.15,0.05,0.06,0.06,395,-0.092307692,0,0,1,25.0325
22,12/22/2017,11:00:55,25.13,24.88,24.63,25.56,123,35,58,45,0.11,0.05,0.06,0.06,395,0.061538462,0,0,1,25.05
23,12/22/2017,11:01:26,25.13,24.88,24.63,25.56,123,35,58,45,1.31,0.12,0.08,0.07,400,0.319230769,0,0,1,25.05
24,12/22/2017,11:01:56,25.13,24.88,24.63,25.5,124,35,59,45,0.11,0.12,0.06,0.06,400,0.334615385,0,0,1,25.035
25,12/22/2017,11:02:27,25.13,24.88,24.69,25.5,123,35,58,45,1.57,0.08,0.07,0.14,400,0.388461538,1,0,1,25.05
26,12/22/2017,11:02:58,25.13,24.88,24.69,25.5,123,35,59,44,0.21,0.19,0.17,0.07,405,0.480769231,1,0,1,25.05
27,12/22/2017,11:03:28,25.13,24.88,24.69,25.56,123,35,58,44,0.44,0.13,0.17,0.09,410,0.607692308,1,0,1,25.065
28,12/22/2017,11:03:59,25.13,24.88,24.69,25.56,123,35,58,44,0.46,0.14,0.16,0.07,410,0.719230769,1,0,1,25.065
29,12/22/2017,11:04:29,25.13,24.88,24.69,25.56,123,35,58,45,0.98,0.25,0.19,0.16,405,0.769230769,1,0,1,25.065
30,12/22/2017,11:05:00,25.19,24.88,24.69,25.56,123,35,58,44,0.15,0.13,0.23,0.06,405,0.807692308,0,0,1,25.08
31,12/22/2017,11:05:31,25.19,24.88,24.69,25.56,123,35,58,45,0.08,0.08,0.07,0.06,400,0.788461538,0,0,1,25.08
32,12/22/2017,11:06:01,25.19,24.88,24.69,25.56,123,35,58,44,0.09,0.05,0.07,0.08,410,0.853846154,1,0,1,25.08
33,12/22/2017,11:06:32,25.19,24.88,24.69,25.56,123,35,58,44,0.37,0.16,0.18,0.05,410,0.903846154,0,0,1,25.08
34,12/22/2017,11:07:03,25.19,24.88,24.69,25.69,122,35,59,44,0.08,0.06,0.06,0.06,405,0.892307692,0,0,1,25.1125
35,12/22/2017,11:07:33,25.19,24.88,24.69,25.63,122,35,58,44,0.93,0.05,0.06,0.14,410,0.915384615,0,0,1,25.0975
36,12/22/2017,11:08:04,25.19,24.88,24.69,25.63,123,35,57,44,0.07,0.24,0.06,0.06,410,0.923076923,0,0,1,25.0975
37,12/22/2017,11:08:35,25.19,24.94,24.69,25.56,123,35,58,44,0.07,0.05,0.05,0.06,415,0.961538462,0,0,1,25.095
38,12/22/2017,11:09:05,25.19,24.88,24.69,25.56,123,35,58,44,0.08,0.05,0.05,0.06,420,1.026923077,0,0,1,25.08
39,12/22/2017,11:09:36,25.19,24.94,24.69,25.56,123,35,57,43,0.08,0.05,0.06,0.06,425,1.115384615,0,0,1,25.095
40,12/22/2017,11:10:06,25.19,24.94,24.75,25.56,123,35,57,44,1.27,0.06,0.11,0.13,425,1.176923077,0,0,1,25.11
41,12/22/2017,11:10:37,25.19,24.94,24.69,25.63,123,35,59,45,0.08,0.26,0.21,0.07,420,1.215384615,0,0,1,25.1125
42,12/22/2017,11:11:08,25.19,24.94,24.75,25.63,123,36,59,45,0.1,0.08,0.09,0.06,420,1.234615385,0,0,1,25.1275
43,12/22/2017,11:11:38,25.19,24.94,24.69,25.63,123,35,59,45,0.46,0.16,0.21,0.11,420,1.234615385,1,0,1,25.1125
44,12/22/2017,11:12:09,25.19,24.88,24.69,25.63,123,35,59,45,0.42,0.19,0.16,0.09,420,1.215384615,0,0,1,25.0975
45,12/22/2017,11:12:40,25.19,24.94,24.75,25.63,124,35,60,46,0.17,0.05,0.06,0.06,425,1.173076923,0,0,1,25.1275
46,12/22/2017,11:13:10,25.19,24.94,24.75,25.63,124,36,61,47,1.44,0.12,0.15,0.09,430,1.2,0,0,1,25.1275
47,12/22/2017,11:13:41,25.25,24.94,24.75,25.63,124,36,61,46,0.76,0.27,0.24,0.13,430,1.2,1,0,1,25.1425
48,12/22/2017,11:14:12,25.25,24.94,24.75,25.63,124,36,61,46,0.16,0.06,0.05,0.06,435,1.269230769,0,0,1,25.1425
49,12/22/2017,11:14:42,25.25,24.94,24.75,25.56,124,36,60,46,0.09,0.05,0.06,0.06,425,1.219230769,0,0,1,25.125
50,12/22/2017,11:15:13,25.25,24.94,24.75,25.69,123,35,59,45,0.28,0.05,0.07,0.06,425,1.15,0,0,1,25.1575
51,12/22/2017,11:15:43,25.25,24.94,24.75,25.63,123,35,59,45,0.07,0.07,0.05,0.07,420,1.065384615,0,0,1,25.1425
52,12/22/2017,11:16:14,25.25,24.94,24.75,25.63,124,36,60,46,0.28,0.12,0.11,0.08,420,1.019230769,1,0,1,25.1425
53,12/22/2017,11:16:45,25.25,24.94,24.75,25.63,123,35,60,45,0.24,0.11,0.14,0.07,420,0.965384615,0,0,1,25.1425
54,12/22/2017,11:17:15,25.25,24.94,24.75,25.69,123,35,60,45,0.93,0.14,0.12,0.08,430,0.946153846,1,0,1,25.1575
55,12/22/2017,11:17:46,25.25,24.94,24.75,25.69,123,35,60,45,0.1,0.09,0.1,0.06,435,0.953846154,0,0,1,25.1575
56,12/22/2017,11:18:17,25.25,24.94,24.81,25.63,123,35,59,45,0.68,0.12,0.11,0.1,430,0.842307692,0,0,1,25.1575
57,12/22/2017,11:18:47,25.25,24.94,24.75,25.63,123,35,60,45,0.94,0.12,0.13,0.06,445,0.946153846,0,0,1,25.1425
58,12/22/2017,11:19:18,25.25,24.94,24.75,25.56,123,35,59,45,0.12,0.05,0.06,0.07,440,0.976923077,0,0,1,25.125
59,12/22/2017,11:19:49,25.25,25,24.81,25.63,123,35,59,45,0.29,0.08,0.1,0.07,440,0.934615385,0,0,1,25.1725
60,12/22/2017,11:20:19,25.25,24.94,24.81,25.69,124,36,61,47,0.83,0.05,0.06,0.08,435,0.869230769,0,0,1,25.1725
61,12/22/2017,11:20:50,25.25,25,24.81,25.69,124,36,62,47,1.1,0.1,0.09,0.05,430,0.738461538,1,0,1,25.1875
62,12/22/2017,11:21:20,25.25,25,24.81,25.63,124,36,61,46,0.83,0.1,0.11,0.1,435,0.688461538,0,0,1,25.1725
63,12/22/2017,11:21:51,25.25,25,24.81,25.69,123,36,60,45,0.48,0.15,0.18,0.11,440,0.719230769,1,0,1,25.1875
64,12/22/2017,11:22:22,25.31,25,24.81,25.69,123,35,60,46,0.65,0.08,0.11,0.07,445,0.830769231,0,0,1,25.2025
65,12/22/2017,11:22:52,25.31,25,24.81,25.63,123,35,60,45,0.4,0.06,0.08,0.06,445,0.926923077,0,0,1,25.1875
66,12/22/2017,11:23:23,25.31,25,24.81,25.63,124,36,60,45,0.49,0.06,0.07,0.07,445,0.957692308,0,0,1,25.1875
67,12/22/2017,11:23:54,25.31,25,24.81,25.69,124,35,60,45,0.13,0.1,0.09,0.06,445,0.969230769,0,0,1,25.2025
68,12/22/2017,11:24:24,25.31,25,24.81,25.75,124,36,60,46,0.35,0.05,0.05,0.11,440,0.915384615,0,0,1,25.2175
69,12/22/2017,11:24:55,25.31,25,24.81,25.75,124,36,63,48,0.17,0.1,0.14,0.06,440,0.846153846,0,0,1,25.2175
70,12/22/2017,11:25:25,25.31,25,24.81,25.75,124,37,64,49,1.85,0.19,0.15,0.12,445,0.857692308,0,0,1,25.2175
71,12/22/2017,11:25:56,25.31,25,24.81,25.69,124,37,65,49,0.28,0.08,0.08,0.07,445,0.903846154,1,0,1,25.2025
72,12/22/2017,11:26:27,25.31,25,24.81,25.75,123,37,64,49,0.36,0.09,0.09,0.09,450,0.984615385,1,0,1,25.2175
73,12/22/2017,11:27:28,25.31,25.25,24.88,25.75,123,31,61,46,0.48,0.31,0.53,0.1,450,1.1,1,1,1,25.2975
74,12/22/2017,11:27:59,25.31,25.63,24.81,25.75,124,29,62,46,0.51,0.55,0.17,0.12,450,1.103846154,1,1,1,25.375
75,12/22/2017,11:28:29,25.38,25.44,24.81,25.69,150,187,63,49,0.46,0.46,0.21,0.11,450,1.088461538,1,1,2,25.33
76,12/22/2017,11:29:00,25.38,25.44,24.81,25.75,153,216,63,49,0.76,0.74,0.15,0.14,450,1.003846154,1,1,2,25.345
77,12/22/2017,11:29:31,25.38,25.44,24.88,25.75,155,234,63,49,1.77,1.08,0.2,0.08,450,0.896153846,1,1,2,25.3625
78,12/22/2017,11:30:01,25.38,25.44,24.81,25.75,156,239,64,50,0.8,0.29,0.1,0.09,445,0.719230769,0,1,2,25.345
79,12/22/2017,11:30:32,25.38,25.38,24.81,25.81,157,241,67,53,0.73,0.24,0.1,0.1,445,0.623076923,0,1,2,25.345
80,12/22/2017,11:31:02,25.38,25.38,24.88,25.81,157,242,68,54,1.14,0.33,0.23,0.17,450,0.611538462,0,1,2,25.3625
81,12/22/2017,11:31:33,25.38,25.44,24.81,25.81,157,242,69,54,0.58,0.56,0.25,0.16,450,0.538461538,0,1,2,25.36
82,12/22/2017,11:32:04,25.38,25.44,24.88,25.69,158,243,70,54,0.71,0.68,0.27,0.23,455,0.646153846,1,0,2,25.3475
83,12/22/2017,11:32:34,25.38,25.44,24.81,25.81,157,242,67,53,0.44,0.63,0.25,0.1,455,0.696153846,1,0,2,25.36
84,12/22/2017,11:33:05,25.38,25.31,24.88,25.75,157,242,68,53,0.23,0.32,0.13,0.11,450,0.688461538,0,0,2,25.33
85,12/22/2017,11:33:36,25.38,25.38,24.88,25.75,157,241,68,53,2.79,0.41,0.2,0.24,450,0.623076923,1,0,2,25.3475
86,12/22/2017,11:34:06,25.38,25.38,24.88,25.75,157,241,68,53,0.54,0.55,0.21,0.18,445,0.45,1,0,2,25.3475
87,12/22/2017,11:34:37,25.38,25.44,24.88,25.75,157,240,69,54,2.49,0.67,0.2,0.12,450,0.361538462,1,0,2,25.3625
88,12/22/2017,11:35:08,25.44,25.44,24.88,25.75,157,240,70,54,0.47,0.25,0.14,0.11,450,0.311538462,1,0,2,25.3775
89,12/22/2017,11:35:38,25.44,25.38,24.88,25.81,157,239,70,54,3.51,0.38,0.22,0.19,450,0.303846154,1,0,2,25.3775
90,12/22/2017,11:36:09,25.44,25.38,24.88,25.81,156,239,70,54,0.73,0.81,0.41,0.17,460,0.384615385,1,0,2,25.3775
91,12/22/2017,11:36:39,25.44,25.44,24.88,25.81,157,239,70,54,0.63,0.42,0.21,0.15,460,0.453846154,0,0,2,25.3925
92,12/22/2017,11:39:13,25.44,25.5,24.88,25.75,155,236,70,53,1.14,0.56,0.32,0.14,475,0.65,1,1,2,25.3925
93,12/22/2017,11:39:43,25.44,25.56,24.88,25.75,155,236,68,53,1.02,0.51,0.17,0.17,480,0.819230769,1,1,2,25.4075
94,12/22/2017,11:40:14,25.44,25.5,24.88,25.75,155,237,69,54,0.63,0.36,0.18,0.13,480,0.957692308,0,1,2,25.3925
95,12/22/2017,11:40:45,25.44,25.56,24.94,25.75,155,236,69,54,1.33,0.78,0.18,0.11,485,1.161538462,1,1,2,25.4225
96,12/22/2017,11:41:15,25.44,25.56,24.94,25.81,155,236,70,54,0.17,0.35,0.11,0.07,490,1.380769231,0,1,2,25.4375
97,12/22/2017,11:41:46,25.44,25.56,24.94,25.75,155,237,71,55,0.43,0.36,0.21,0.11,500,1.707692308,1,1,2,25.4225
98,12/22/2017,11:42:16,25.5,25.56,24.88,25.81,155,237,71,55,1.87,0.56,0.23,0.14,500,1.996153846,1,1,2,25.4375
99,12/22/2017,11:42:47,25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.246153846,0,0,2,25.4375
100,12/22/2017,11:43:18,25.44,25.56,24.94,25.88,155,236,71,54,1.53,1.24,0.36,0.27,500,2.457692308,1,0,2,25.455
101,12/22/2017,11:43:48,25.44,25.56,24.94,25.81,155,235,71,54,2.95,1.27,0.25,0.17,510,2.723076923,1,1,2,25.4375
102,12/22/2017,11:44:19,25.5,25.56,24.94,25.81,155,235,70,54,1.78,0.63,0.18,0.08,510,2.942307692,1,0,2,25.4525
103,12/22/2017,11:44:50,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.35,0.07,0.28,515,3.111538462,0,0,2,25.4375
104,12/22/2017,11:45:20,25.44,25.63,24.94,25.81,155,234,70,54,0.45,2.12,0.34,0.06,515,3.226923077,1,0,2,25.455
105,12/22/2017,11:45:51,25.5,25.63,24.94,25.81,155,235,71,55,2.01,0.32,0.11,0.09,515,3.338461538,0,0,2,25.47
106,12/22/2017,11:46:22,25.5,25.63,24.94,25.88,155,235,72,55,0.33,0.38,0.1,0.09,520,3.446153846,0,1,2,25.4875
107,12/22/2017,11:46:52,25.5,25.63,24.94,25.81,155,235,71,55,0.5,0.49,0.14,0.11,525,3.596153846,1,1,2,25.47
108,12/22/2017,11:47:23,25.5,25.63,24.94,25.81,155,234,73,56,1.02,0.29,0.16,0.13,530,3.738461538,1,1,2,25.47
109,12/22/2017,11:47:53,25.5,25.56,24.94,25.81,155,234,72,55,0.49,0.23,0.19,0.15,540,3.865384615,1,1,2,25.4525
110,12/22/2017,11:48:24,25.5,25.63,24.94,25.81,155,235,73,56,0.29,0.51,0.19,0.09,540,3.923076923,1,0,2,25.47
111,12/22/2017,11:48:55,25.5,25.63,24.94,25.81,155,234,73,56,0.33,0.19,0.11,0.13,545,3.907692308,1,0,2,25.47
112,12/22/2017,11:49:25,25.56,25.63,24.94,25.81,155,234,73,56,0.15,0.26,0.22,0.07,545,3.865384615,1,0,2,25.485
113,12/22/2017,11:49:56,25.56,25.69,25,25.94,155,234,74,56,0.63,0.15,0.09,0.06,545,3.75,0,0,2,25.5475
114,12/22/2017,11:50:27,25.56,25.69,25,25.81,155,233,73,56,0.08,0.14,0.06,0.06,550,3.607692308,0,0,2,25.515
115,12/22/2017,11:50:57,25.5,25.69,24.94,25.81,155,233,73,56,0.17,0.14,0.15,0.07,550,3.488461538,0,0,2,25.485
116,12/22/2017,11:51:28,25.56,25.69,25,25.81,155,233,73,56,1.81,0.28,0.06,0.1,550,3.3,0,1,2,25.515
117,12/22/2017,11:51:59,25.56,25.69,25,25.81,155,233,74,56,0.63,0.42,0.15,0.13,555,3.238461538,1,1,2,25.515
118,12/22/2017,11:52:29,25.56,25.69,25,25.81,155,233,74,57,0.68,0.82,0.19,0.12,555,3.165384615,1,0,2,25.515
119,12/22/2017,11:53:00,25.56,25.75,25,25.81,155,233,74,57,0.32,0.43,0.16,0.11,555,3.034615385,1,1,2,25.53
120,12/22/2017,11:53:30,25.56,25.75,25,25.81,155,233,75,57,1.16,0.27,0.09,0.07,555,2.896153846,1,1,2,25.53
121,12/22/2017,11:54:01,25.56,25.75,25,25.88,155,232,74,57,0.45,0.17,0.13,0.14,560,2.8,1,1,1,25.5475
122,12/22/2017,11:54:32,25.56,25.69,25,25.88,155,233,74,56,0.31,0.5,0.27,0.06,560,2.75,1,0,1,25.5325
123,12/22/2017,11:55:02,25.56,25.75,25,25.88,155,233,74,56,0.5,0.1,0.11,0.08,560,2.653846154,1,0,2,25.5475
124,12/22/2017,11:55:33,25.56,25.69,25,25.88,155,232,75,58,1.33,1.54,0.42,0.2,560,2.511538462,1,1,2,25.5325
125,12/22/2017,11:56:04,25.56,25.75,25,25.94,155,232,75,58,0.54,0.78,0.29,0.21,565,2.369230769,1,1,2,25.5625
126,12/22/2017,11:56:34,25.56,25.75,25,25.88,155,232,75,58,0.41,1.05,0.29,0.17,570,2.323076923,1,1,2,25.5475
127,12/22/2017,11:57:05,25.56,25.69,25,25.94,151,232,75,58,2.12,1.03,0.16,0.46,570,2.230769231,1,1,2,25.5475
128,12/22/2017,11:57:36,25.56,25.94,25,25.94,155,239,75,58,0.44,3.44,0.67,0.36,570,2.142307692,1,1,2,25.61
129,12/22/2017,11:58:06,25.56,26.38,25,25.94,156,243,75,58,0.92,1.27,0.65,0.83,580,2.103846154,1,1,2,25.72
130,12/22/2017,11:58:37,25.56,26.81,25,25.94,155,242,75,57,0.37,1.96,0.98,0.11,580,2.015384615,1,1,2,25.8275
131,12/22/2017,11:59:07,25.56,26.81,25.06,25.88,155,242,75,56,0.55,0.9,0.23,0.32,585,1.973076923,1,1,2,25.8275
132,12/22/2017,11:59:38,25.56,27,25,25.94,155,238,74,57,0.44,0.6,0.49,0.19,590,1.976923077,1,1,2,25.875
133,12/22/2017,12:00:09,25.56,26.94,25.06,26,155,243,73,56,0.43,1.03,0.22,0.15,585,1.934615385,1,1,2,25.89
134,12/22/2017,12:00:39,25.56,27.19,25.06,25.88,156,243,71,57,0.37,0.1,0.22,0.06,590,1.996153846,0,0,2,25.9225
135,12/22/2017,12:01:10,25.56,27.25,25,25.94,156,243,74,58,0.22,0.06,0.06,0.06,590,2.019230769,0,0,2,25.9375
136,12/22/2017,12:01:41,25.56,27.44,25.06,26,156,244,75,58,0.1,0.05,0.06,0.06,600,2.146153846,0,0,2,26.015
137,12/22/2017,12:02:11,25.56,27.5,25.06,26,157,244,75,58,0.09,0.05,0.05,0.06,600,2.230769231,0,0,2,26.03
138,12/22/2017,12:02:42,25.56,27.56,25.06,26,157,244,75,58,0.09,0.07,0.08,0.07,595,2.226923077,0,0,2,26.045
139,12/22/2017,12:03:12,25.56,27.75,25.06,26,156,244,75,58,0.7,0.1,0.08,0.09,605,2.326923077,1,0,2,26.0925
140,12/22/2017,12:03:43,25.56,27.94,25.06,25.94,157,244,75,59,1.93,0.15,0.11,0.06,595,2.292307692,1,0,2,26.125
141,12/22/2017,12:04:14,25.56,27.69,25.06,26.06,157,244,77,59,0.15,0.12,0.06,0.08,595,2.223076923,0,0,2,26.0925
142,12/22/2017,12:04:44,25.56,27.5,25.06,26,157,244,76,59,0.15,0.6,0.09,0.06,590,2.123076923,1,0,2,26.03
143,12/22/2017,12:05:15,25.56,27.44,25.06,26.06,156,244,75,59,0.26,0.1,0.06,0.09,590,1.996153846,1,0,2,26.03
144,12/22/2017,12:05:46,25.56,27.56,25.06,26,157,244,76,59,1.32,0.29,0.08,0.08,590,1.842307692,1,0,2,26.045
145,12/22/2017,12:06:16,25.56,27.38,25.06,25.94,157,244,77,59,0.25,0.3,0.15,0.15,590,1.661538462,1,0,2,25.985
146,12/22/2017,12:06:47,25.63,27.31,25.06,25.94,157,244,76,59,0.48,0.08,0.08,0.07,595,1.55,1,0,2,25.985
147,12/22/2017,12:07:18,25.63,27.31,25.06,25.94,157,244,76,59,0.88,0.12,0.08,0.11,595,1.411538462,1,0,2,25.985
148,12/22/2017,12:07:48,25.63,27.38,25.06,25.94,157,244,76,59,0.86,0.06,0.29,0.17,595,1.246153846,0,0,2,26.0025
149,12/22/2017,12:08:19,25.63,27.38,25.13,25.94,157,244,77,59,0.07,0.21,0.2,0.06,600,1.1,1,0,2,26.02
150,12/22/2017,12:08:49,25.63,27.44,25.06,25.94,157,244,76,59,0.07,0.05,0.05,0.06,610,1.065384615,0,0,2,26.0175
151,12/22/2017,12:09:20,25.63,27.38,25.06,25.94,157,244,78,60,0.2,0.05,0.06,0.06,605,1,0,0,2,26.0025
152,12/22/2017,12:09:51,25.63,27.44,25.06,25.94,157,245,79,60,0.74,0.15,0.12,0.13,610,0.953846154,1,0,2,26.0175
153,12/22/2017,12:10:21,25.63,27.56,25.06,25.94,156,244,79,60,0.63,0.28,0.2,0.14,615,0.923076923,1,0,2,26.0475
154,12/22/2017,12:10:52,25.63,27.5,25.06,25.94,156,244,79,60,0.43,0.42,0.17,0.18,615,0.957692308,1,0,2,26.0325
155,12/22/2017,12:11:23,25.69,27.56,25.06,25.88,157,244,79,60,0.79,0.56,0.2,0.16,620,1.011538462,0,0,2,26.0475
156,12/22/2017,12:11:53,25.63,27.5,25.06,25.94,157,243,80,61,0.69,0.53,0.2,0.36,625,1.130769231,1,1,2,26.0325
157,12/22/2017,12:12:24,25.63,27.56,25.06,25.94,156,244,80,60,1.55,0.77,0.47,0.19,630,1.315384615,1,1,2,26.0475
158,12/22/2017,12:12:55,25.63,27.63,25.13,26,156,244,78,60,0.54,0.8,0.3,0.14,630,1.419230769,1,0,2,26.0975
159,12/22/2017,12:13:25,25.63,27.63,25.13,25.94,157,244,79,60,0.63,0.57,0.18,0.15,630,1.538461538,1,0,2,26.0825
160,12/22/2017,12:13:56,25.63,27.81,25.13,26,157,244,78,59,0.96,0.64,0.19,0.22,630,1.626923077,1,1,2,26.1425
161,12/22/2017,12:14:26,25.63,28,25.13,26,156,241,77,59,1.05,1.01,0.31,0.21,625,1.738461538,0,1,2,26.19
162,12/22/2017,12:14:57,25.69,28.19,25.13,26,156,240,76,59,0.49,0.79,0.24,0.19,625,1.830769231,0,0,2,26.2525
163,12/22/2017,12:15:28,25.69,28.13,25.13,25.94,156,244,77,59,0.73,0.79,0.28,0.19,630,1.9,0,1,2,26.2225
164,12/22/2017,12:15:58,25.69,28.06,25.13,26,156,243,77,59,0.81,0.42,0.28,0.21,630,2.042307692,1,0,2,26.22
165,12/22/2017,12:16:29,25.69,27.88,25.13,26,156,240,79,60,0.88,0.66,0.29,0.21,625,2.019230769,1,1,2,26.175
166,12/22/2017,12:17:00,25.69,27.81,25.13,26,156,241,79,60,0.71,0.4,0.22,0.16,635,2.065384615,1,1,2,26.1575
167,12/22/2017,12:17:30,25.69,27.75,25.13,26,155,239,79,59,0.72,0.66,0.24,0.21,635,2.030769231,1,1,2,26.1425
168,12/22/2017,12:18:01,25.69,27.94,25.13,26.06,155,242,77,60,0.52,0.7,0.69,0.2,635,1.961538462,1,1,2,26.205
169,12/22/2017,12:18:32,25.63,28,25.13,26.06,156,243,78,60,0.71,0.69,0.25,0.17,630,1.811538462,1,1,2,26.205
170,12/22/2017,12:19:02,25.69,28.19,25.13,26.06,156,243,79,61,0.75,0.55,0.61,0.17,635,1.676923077,1,0,2,26.2675
171,12/22/2017,12:19:33,25.69,28.13,25.13,26.06,157,244,80,61,0.21,0.27,0.13,0.14,635,1.557692308,1,0,2,26.2525
172,12/22/2017,12:20:03,25.69,28.13,25.13,26.06,156,244,80,62,0.62,0.12,0.24,0.07,635,1.407692308,1,0,2,26.2525
173,12/22/2017,12:20:34,25.69,28.19,25.13,26.06,155,243,80,59,0.83,0.17,0.06,0.12,635,1.226923077,1,0,2,26.2675
174,12/22/2017,12:21:05,25.69,28.19,25.13,26.06,155,242,78,59,0.19,0.4,0.21,0.12,640,1.111538462,1,0,2,26.2675
175,12/22/2017,12:21:35,25.69,28.13,25.13,26.06,155,242,77,60,0.18,0.06,0.07,0.07,645,1.111538462,0,0,2,26.2525
176,12/22/2017,12:22:06,25.69,28,25.19,26.06,156,244,80,61,0.5,0.26,0.24,0.15,650,1.080769231,1,0,2,26.235
177,12/22/2017,12:22:37,25.69,28.13,25.13,26,156,244,81,63,1.53,0.37,0.18,0.08,645,1.019230769,1,0,2,26.2375
178,12/22/2017,12:23:38,25.69,28.13,25.13,26,157,244,82,63,0.8,0.37,0.14,0.18,650,1.026923077,0,0,2,26.2375
179,12/22/2017,12:24:09,25.69,28.31,25.13,26,156,243,81,63,0.62,0.7,0.24,0.16,640,0.915384615,0,0,2,26.2825
180,12/22/2017,12:24:39,25.69,28.31,25.19,26,157,244,81,62,0.33,0.41,0.2,0.1,640,0.834615385,1,0,2,26.2975
181,12/22/2017,12:25:10,25.69,28.38,25.13,26.06,157,244,80,62,2.36,0.63,0.46,0.37,645,0.834615385,1,0,2,26.315
182,12/22/2017,12:25:40,25.69,28.5,25.19,26.06,156,244,80,61,0.25,0.23,0.24,0.06,645,0.869230769,0,0,2,26.36
183,12/22/2017,12:26:11,25.69,28.5,25.19,26,156,244,80,61,0.64,0.17,0.12,0.08,640,0.846153846,0,0,2,26.345
184,12/22/2017,12:26:42,25.69,28.5,25.19,26.06,156,243,80,60,0.08,0.05,0.06,0.06,645,0.861538462,0,0,2,26.36
185,12/22/2017,12:27:12,25.69,28.44,25.19,26,155,242,79,60,0.08,0.07,0.05,0.06,640,0.819230769,0,0,2,26.33
186,12/22/2017,12:27:43,25.75,28.38,25.19,26.06,155,242,78,60,0.13,0.1,0.06,0.07,645,0.765384615,0,0,2,26.345
187,12/22/2017,12:28:14,25.69,28.25,25.19,26,156,242,79,62,0.09,0.11,0.09,0.06,645,0.696153846,0,0,2,26.2825
